"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52","item53","item54","item55","item56","item57","item58","item59","item60","item61","item62","item63","item64","item65","item66","item67","item68","item69","item70","item71","item72","item73","item74","item75","item76","item77","item78","item79","item80","item81","item82","item83","item84","item85","item86","item87","item88","item89","item90","item91","item92","item93","item94","item95","item96","item97","item98","item99","item100","NA","NA","NA","NA","NA","NA"
4,4,4,4,2,3,4,5,4,4,3,4,3,4,2,4,2,4,3,3,5,4,2,2,4,4,4,5,2,4,4,4,4,4,4,4,5,4,5,5,2,3,4,5,4,4,3,4,4,4,3,4,2,4,4,4,3,4,2,5,4,4,4,5,4,3,4,4,4,3,4,3,4,4,4,3,1,2,3,3,4,4,4,4,4,3,2,4,4,4,5,4,4,3,3,3,4,4,4,4,56,44,64,60,63,63
4,4,4,4,2,3,2,3,4,2,4,4,3,4,5,3,3,4,4,3,4,3,3,3,1,4,3,4,2,3,4,4,4,2,2,4,4,4,4,3,2,2,4,4,3,4,3,3,2,5,2,4,3,4,2,4,4,2,1,3,3,4,4,4,4,4,2,4,4,5,4,4,3,4,4,4,4,4,2,4,4,2,4,4,2,2,3,2,4,3,2,4,4,3,3,4,4,3,5,4,56,48,51,60,61,44
2,4,4,4,2,3,3,5,4,5,2,3,3,3,2,3,3,2,4,2,4,4,1,3,5,5,4,4,1,4,4,5,4,4,2,4,3,4,4,3,3,2,2,5,4,5,2,2,2,3,3,5,1,4,4,4,3,3,2,5,5,4,3,5,3,3,2,4,3,4,2,3,3,5,4,4,3,4,3,5,2,3,4,5,4,4,4,3,3,3,2,3,4,3,2,3,4,3,3,2,53,36,62,56,65,51
3,3,3,4,1,2,2,4,3,4,3,5,2,4,2,4,3,4,4,4,4,4,2,1,1,4,2,4,1,5,1,5,4,4,3,5,3,5,4,4,2,3,3,3,4,4,3,4,2,4,2,4,2,3,2,4,4,4,2,5,4,5,3,3,3,2,2,3,4,4,5,3,4,4,3,5,2,4,2,5,4,3,3,5,3,2,3,4,3,3,2,4,3,4,3,3,5,4,5,5,57,41,63,52,63,40
5,4,2,4,2,2,4,5,4,4,4,2,4,5,4,5,3,4,4,3,4,4,3,4,2,4,4,4,1,2,3,5,3,3,2,3,5,4,4,5,3,2,5,4,2,4,4,4,5,4,4,4,2,2,4,4,4,3,4,3,4,3,4,4,4,5,2,4,4,3,4,4,4,3,3,4,4,3,4,4,3,3,3,2,4,2,4,5,4,3,5,4,4,3,4,5,5,4,4,4,50,51,62,57,62,64
2,2,2,4,2,2,4,2,4,2,4,4,3,2,2,2,2,4,4,4,4,2,2,2,2,2,2,4,2,4,4,4,4,2,2,4,4,4,4,2,2,3,4,4,4,4,4,4,2,4,2,4,2,4,4,4,4,2,4,4,2,4,4,4,2,3,2,4,4,4,2,2,4,2,2,4,2,4,4,4,4,2,4,4,4,4,4,2,2,3,4,4,4,4,2,4,4,2,4,4,55,40,48,54,54,53
4,3,4,4,2,5,2,4,4,4,4,4,4,2,2,4,3,4,4,3,4,4,3,3,1,3,3,4,2,4,3,4,4,2,2,4,4,4,3,4,2,3,4,4,3,4,4,5,2,4,3,3,3,4,2,4,3,2,2,3,4,4,4,5,4,3,2,4,3,4,2,5,3,4,3,4,3,4,3,4,3,2,4,5,3,2,2,3,3,2,3,3,3,4,3,4,4,3,4,4,62,46,57,51,56,48
4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,4,2,2,2,4,4,4,2,4,5,4,4,4,2,4,4,5,5,3,2,3,4,4,4,4,4,2,5,4,4,4,2,4,5,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,2,5,2,4,4,2,4,4,4,3,5,3,4,4,2,4,4,4,5,4,58,42,64,62,62,64
2,4,5,4,2,3,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,2,4,4,4,4,4,2,3,4,5,4,4,3,5,4,4,5,4,2,4,4,4,4,4,4,4,4,5,4,4,2,3,5,5,4,3,1,4,4,4,4,4,2,4,2,5,4,5,4,4,4,5,4,5,2,2,4,5,4,5,2,4,4,3,4,2,4,4,4,4,5,4,2,4,4,4,4,4,60,41,65,67,69,61
2,3,4,4,1,2,3,5,2,4,4,1,1,5,2,4,1,2,5,2,5,3,3,4,2,5,2,4,2,2,4,5,4,4,2,2,4,4,4,4,4,4,5,2,4,4,2,4,4,4,2,3,2,4,4,4,4,4,1,3,5,4,4,5,3,2,4,2,4,4,4,4,4,4,4,5,4,4,2,4,2,4,4,2,3,2,3,4,4,4,2,3,4,4,4,4,5,4,4,3,48,45,64,54,58,54
4,3,2,2,1,5,5,5,4,4,4,2,3,5,2,5,1,4,5,2,5,5,3,3,4,4,2,4,1,5,5,5,4,4,4,2,4,4,4,5,1,4,4,4,4,4,2,4,4,5,1,4,2,5,4,5,4,3,4,2,4,4,3,3,2,4,3,4,5,5,4,4,2,4,2,4,2,5,4,4,4,2,5,2,4,2,2,4,1,2,5,3,4,5,2,5,4,4,3,3,58,39,63,52,63,64
3,4,5,4,1,5,4,4,5,2,4,5,3,5,5,4,2,5,4,4,5,4,4,5,2,5,4,4,1,5,3,4,5,3,3,5,3,4,5,4,1,3,3,5,5,5,4,5,3,5,3,4,4,4,4,5,4,3,2,5,3,5,4,3,2,3,2,4,5,4,4,5,4,4,5,4,2,5,3,4,4,2,3,5,3,4,5,4,2,4,4,3,5,4,2,5,5,5,5,5,74,41,58,74,69,51
5,4,4,5,1,5,4,4,5,5,4,5,4,5,5,4,2,4,4,4,4,4,2,2,2,4,4,5,2,5,4,5,4,2,4,5,5,5,4,4,2,4,4,5,4,5,4,4,2,5,4,5,2,5,4,4,4,2,1,5,5,5,4,4,4,5,2,4,4,5,4,5,4,5,4,5,2,5,5,5,5,4,2,5,5,4,4,4,4,5,4,4,4,4,5,5,5,4,5,5,74,45,67,67,72,63
2,4,4,3,2,5,2,4,4,3,5,4,5,5,5,4,2,4,4,4,5,4,1,4,1,2,4,4,2,4,2,4,4,2,4,5,2,5,2,4,4,4,4,2,4,4,2,4,2,4,2,3,4,4,2,4,4,2,2,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,1,2,5,4,5,4,5,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,65,49,58,62,63,46
2,4,4,5,2,5,4,4,3,4,4,4,4,4,2,5,4,3,2,4,4,4,2,2,2,4,4,4,2,4,3,5,2,5,2,4,3,4,4,4,4,4,4,5,4,5,3,5,2,4,3,4,2,4,3,5,2,4,2,4,4,3,4,5,5,3,3,4,3,4,5,4,2,4,4,5,2,4,1,5,4,4,4,4,2,4,2,4,4,4,5,4,4,4,4,5,4,4,4,4,63,51,70,53,67,46
5,5,5,5,5,5,5,5,5,5,1,5,3,5,5,5,3,4,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,1,5,3,5,5,5,2,2,3,5,5,5,4,5,3,5,5,5,4,5,5,5,5,4,1,5,4,5,5,5,5,3,3,5,5,5,4,4,3,5,5,5,1,5,5,5,2,5,1,5,3,3,5,5,5,3,5,5,5,5,4,3,5,5,5,4,66,49,79,77,78,65
4,3,3,4,1,4,4,4,2,5,3,4,2,3,2,3,3,4,3,4,4,4,2,2,3,2,3,4,1,5,3,4,4,4,3,5,5,4,2,4,2,5,3,4,3,4,4,4,4,3,2,5,1,4,4,4,3,4,1,5,5,3,4,5,4,5,4,3,4,5,4,2,3,4,4,5,1,4,2,4,2,5,3,5,5,4,3,4,4,5,5,4,3,4,3,4,4,4,5,4,67,40,69,48,57,59
4,4,3,4,1,4,3,5,3,4,4,4,3,5,2,4,3,4,4,3,5,5,2,3,1,4,4,5,2,5,4,5,3,3,3,5,2,5,4,4,3,3,3,5,2,4,3,4,2,4,3,5,1,4,3,5,4,3,2,4,4,4,3,4,4,2,3,4,4,4,3,4,4,4,4,5,2,4,3,4,3,3,3,5,3,4,4,4,4,3,3,4,4,4,3,4,5,5,5,3,62,43,65,55,69,49
2,5,4,4,1,4,2,4,4,4,3,4,2,4,3,4,2,3,4,4,4,4,2,3,2,5,3,4,2,4,3,5,5,4,3,5,2,4,4,4,2,3,4,5,3,4,3,4,2,5,3,4,2,5,2,5,3,3,4,4,4,3,4,5,4,3,2,4,3,4,2,4,3,4,4,4,2,5,2,5,4,4,3,5,3,3,4,4,4,3,2,4,4,3,2,4,4,4,4,4,63,41,63,59,69,41
4,4,5,4,1,4,3,4,4,4,4,5,3,3,4,4,2,2,4,3,5,4,2,3,2,4,4,4,2,5,3,5,4,4,3,5,4,4,4,4,2,4,4,5,4,4,2,3,4,4,4,4,3,4,3,5,4,3,2,4,4,4,4,4,4,3,2,4,4,4,2,4,3,4,4,4,3,4,2,4,4,3,3,4,4,2,4,3,4,3,4,4,4,4,4,3,4,4,5,3,60,43,61,66,63,53
4,5,1,5,1,4,5,5,2,5,2,4,4,4,2,4,4,2,4,4,5,5,2,3,1,4,2,4,1,2,4,5,2,4,2,5,5,4,2,5,2,2,2,4,1,5,4,5,5,4,1,4,2,4,5,4,3,4,1,1,4,4,4,5,4,5,2,2,3,5,3,4,2,4,2,5,2,3,5,5,2,3,4,5,4,4,2,4,4,4,4,4,3,4,4,4,4,5,5,3,57,42,71,37,66,60
4,4,2,4,2,4,4,4,4,4,3,2,3,4,2,3,3,2,4,3,2,4,3,3,1,5,3,4,2,2,3,5,2,4,3,3,2,5,3,4,2,3,4,4,2,4,3,4,3,4,2,4,2,4,4,4,3,3,4,3,4,4,2,4,4,2,3,3,2,4,4,3,2,4,2,4,3,4,4,4,2,4,4,2,3,4,2,4,4,2,4,3,2,4,3,4,4,4,4,4,47,49,62,37,64,52
2,4,3,4,2,4,3,3,4,5,2,3,3,3,3,4,2,3,3,3,5,5,1,4,2,4,3,4,1,4,4,5,4,3,3,5,4,4,4,4,2,5,4,4,3,4,2,3,3,4,3,5,2,4,3,5,4,3,2,4,4,3,4,5,3,5,3,4,4,5,3,5,2,4,3,5,2,5,2,4,3,5,2,5,4,2,4,3,4,4,3,4,4,4,3,4,5,4,5,4,67,36,68,58,60,49
4,4,4,4,2,4,3,5,4,4,5,5,2,4,2,4,4,4,3,4,4,4,4,5,1,4,4,4,2,4,3,5,4,5,4,5,4,4,4,4,4,4,3,4,2,4,4,4,2,5,1,3,3,4,3,4,3,5,3,4,4,4,5,4,4,4,2,4,4,4,4,4,2,5,3,4,4,4,2,5,4,4,4,5,4,5,4,4,4,4,2,4,4,4,4,4,4,4,5,4,68,59,65,56,70,44
4,4,4,4,2,4,2,4,4,2,2,4,2,4,4,4,2,4,3,4,4,4,2,4,4,4,2,4,2,2,4,4,4,4,2,4,4,4,4,4,2,4,3,4,4,4,2,4,4,4,3,4,2,4,2,4,4,2,2,4,3,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,2,2,2,4,2,4,4,4,4,2,3,2,4,4,4,2,4,4,2,4,4,4,2,4,60,40,58,58,60,49
4,4,4,4,2,4,4,4,4,4,3,4,3,4,4,4,4,2,3,3,4,4,3,4,2,4,3,4,3,2,4,5,3,3,3,4,4,5,4,4,2,2,3,5,3,5,4,4,3,4,3,4,3,4,4,4,4,3,2,4,4,4,4,4,4,2,2,3,4,4,4,4,3,4,4,4,2,2,4,4,4,3,4,4,4,2,4,3,4,3,3,4,4,4,4,4,4,4,4,4,53,51,61,60,63,54
4,4,4,4,2,4,4,4,4,4,3,4,3,5,3,4,3,3,3,4,4,4,2,4,3,4,4,4,2,4,4,4,4,3,3,4,3,4,5,3,3,3,3,4,4,4,3,3,3,4,2,3,2,4,4,4,4,3,2,5,4,4,4,4,3,3,3,3,4,4,3,3,4,4,3,4,4,4,4,4,3,2,3,4,4,2,4,4,4,3,3,3,4,4,4,4,4,4,5,4,59,46,58,60,61,56
4,5,4,4,2,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,5,4,5,3,3,5,4,4,4,3,3,5,3,4,3,5,4,4,4,4,4,4,3,4,5,4,5,3,4,5,4,4,4,3,4,5,3,4,3,5,4,5,4,4,4,4,2,4,5,4,4,4,2,5,4,3,4,4,4,5,5,4,4,4,4,5,5,4,5,3,72,51,62,64,64,66
3,4,4,4,2,4,3,5,3,4,4,5,3,4,3,4,2,4,4,4,4,4,2,4,3,4,3,4,2,4,4,5,4,4,3,4,2,5,4,3,2,3,4,4,4,4,4,4,2,4,3,4,2,4,4,5,4,4,2,5,4,4,4,4,3,3,4,2,3,4,4,4,4,4,3,4,2,4,3,5,3,4,3,5,3,4,4,3,4,3,2,4,4,4,3,4,4,4,5,4,64,44,62,57,67,52
3,4,5,4,2,4,4,4,4,4,4,4,3,5,4,3,2,4,3,4,4,5,2,5,2,4,4,4,2,4,4,5,5,4,3,4,5,4,4,4,2,3,3,5,2,4,4,5,3,5,4,4,2,3,4,4,4,2,2,4,4,4,4,4,2,3,2,4,3,5,4,4,3,4,4,4,2,4,4,5,4,2,4,5,2,4,4,5,3,3,3,3,4,4,4,4,4,5,5,4,63,44,62,63,68,52
4,5,4,5,2,4,4,4,4,5,4,5,4,4,3,4,4,4,4,4,4,4,2,5,2,4,4,4,2,2,3,5,4,4,2,4,2,4,4,3,4,4,4,4,3,4,4,4,2,4,2,4,2,4,3,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,2,4,3,5,2,4,3,5,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,65,49,64,56,67,54
5,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,4,3,4,4,2,4,4,4,4,3,4,4,5,4,4,4,4,3,4,4,2,4,4,4,5,4,2,4,3,4,4,4,3,2,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,60,58,59,57,59,65
4,4,4,4,1,3,4,4,4,4,2,5,2,4,4,4,3,4,4,4,4,3,2,4,2,4,4,4,2,4,4,4,4,4,2,5,4,5,4,4,2,3,4,4,4,4,4,3,2,4,4,3,2,4,4,5,4,2,2,5,4,4,5,4,4,4,2,4,4,4,3,4,4,4,4,4,2,5,2,4,4,4,2,5,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,66,39,58,65,66,54
4,4,4,4,1,3,4,4,4,4,4,5,3,4,4,2,2,4,4,5,5,4,2,3,3,4,4,5,1,4,4,5,4,2,3,5,5,4,4,3,2,4,4,4,4,5,4,5,4,4,2,4,2,5,5,4,4,3,4,5,5,4,5,4,4,5,2,5,4,4,4,4,4,4,3,4,1,5,5,5,4,4,4,5,4,2,4,3,4,2,5,4,5,4,1,5,5,5,5,4,69,43,59,64,66,65
3,5,4,4,1,3,4,4,5,5,4,5,3,3,4,4,2,4,3,4,5,4,2,4,3,5,3,4,1,5,4,4,3,3,3,5,2,5,3,4,3,4,3,4,4,4,4,1,2,5,2,5,1,5,3,4,4,3,2,5,4,4,4,4,4,4,4,4,3,5,3,4,3,4,2,5,2,4,4,5,3,4,2,5,2,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,66,42,66,57,68,50
3,4,4,4,1,3,4,4,4,4,3,4,4,4,3,5,2,4,4,4,4,4,2,5,2,4,4,4,2,2,4,5,4,4,2,4,3,5,4,4,2,3,4,4,4,5,2,4,2,4,3,4,3,3,4,5,4,3,1,4,4,4,4,5,4,2,3,4,4,5,4,4,4,4,3,5,2,4,4,4,4,3,3,4,4,3,3,4,3,2,4,4,4,4,2,4,4,4,4,3,56,38,67,60,66,57
3,4,4,4,1,3,3,4,4,3,4,4,3,4,3,3,2,5,4,3,4,3,1,4,2,4,3,4,2,2,3,4,4,2,3,4,4,4,4,3,2,3,3,4,4,4,3,4,3,4,3,4,2,3,2,4,4,2,4,3,3,4,4,4,2,3,3,4,3,4,3,5,4,4,4,4,2,4,3,4,4,2,2,4,3,3,4,3,2,4,2,3,5,3,4,5,4,4,4,3,60,39,52,61,61,48
2,5,2,4,2,3,2,4,4,3,4,5,4,4,2,4,4,4,4,4,4,4,2,4,1,5,3,4,2,5,2,4,4,2,4,5,1,5,4,4,3,4,3,5,2,5,4,4,1,5,3,4,2,4,2,4,4,2,4,4,2,3,4,5,4,4,2,4,2,4,4,4,4,4,3,4,2,2,2,4,3,3,4,5,3,2,3,4,4,4,2,4,2,4,4,5,4,4,2,4,66,53,60,49,66,37
3,4,3,4,2,3,3,5,2,4,4,5,4,4,2,4,2,4,3,3,5,4,1,4,2,4,4,5,2,3,3,5,4,4,2,5,5,5,2,4,2,4,4,4,2,5,2,4,4,3,3,4,2,4,4,4,4,4,1,4,4,5,3,5,3,4,4,5,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,5,4,5,3,5,3,3,3,4,4,3,3,4,4,4,5,4,64,39,67,52,68,58
3,4,4,4,2,3,3,4,4,3,3,4,2,4,3,4,2,4,4,3,5,3,2,4,2,4,4,4,2,5,5,4,3,3,3,4,4,5,4,5,4,3,3,3,3,4,3,4,3,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,5,3,3,4,4,3,4,5,5,3,4,4,4,5,4,4,4,4,3,3,4,4,4,3,5,5,3,4,2,63,50,60,59,63,56
3,4,5,5,2,3,3,4,5,4,4,4,3,4,5,5,4,5,4,2,5,5,4,5,3,4,5,5,2,5,3,4,4,4,3,5,4,5,2,5,2,4,4,4,4,5,4,5,3,4,5,4,2,5,4,5,4,3,2,5,5,4,4,5,4,4,1,5,5,5,4,5,4,4,5,5,3,5,3,5,4,4,4,5,2,4,4,4,4,5,4,4,5,5,4,4,5,4,5,5,74,52,73,71,66,53
3,4,4,4,3,3,4,4,4,4,3,4,2,4,3,4,4,4,4,4,4,4,2,4,3,5,4,4,2,2,4,5,2,4,2,4,3,4,4,4,2,4,2,4,2,4,4,4,3,4,2,4,2,4,4,5,2,4,2,5,4,4,4,4,4,3,3,3,2,4,4,4,4,4,4,4,3,5,4,4,2,4,5,4,4,4,4,4,4,3,4,3,2,4,4,5,4,4,4,4,62,50,64,49,65,55
4,4,5,4,3,3,4,3,3,5,3,5,4,4,4,3,4,5,5,3,5,4,2,4,5,4,4,4,4,4,3,3,5,4,1,5,5,3,5,4,4,3,4,4,5,4,4,3,5,5,2,4,3,4,2,3,4,5,1,5,4,3,5,5,3,4,4,3,5,4,2,5,4,5,5,5,1,4,4,4,4,5,1,5,5,2,5,4,4,4,5,4,5,3,2,5,4,4,5,5,68,42,67,71,57,67
4,4,3,4,4,3,4,4,3,4,3,5,3,4,4,4,2,3,4,4,5,3,1,3,3,4,3,5,2,3,4,5,5,3,3,5,4,5,3,4,1,3,4,5,3,4,3,3,4,4,3,4,4,3,5,5,3,3,2,4,4,4,4,5,4,3,3,4,3,4,4,5,3,4,3,5,1,5,4,4,3,4,3,5,4,3,3,4,4,3,3,4,5,4,2,4,4,4,5,2,60,43,64,56,67,60
3,2,2,3,2,2,3,2,4,3,2,4,3,4,2,2,4,3,4,3,5,2,2,4,5,2,2,4,2,3,3,3,3,3,2,4,1,4,3,2,3,2,3,3,4,4,4,4,2,2,2,4,2,4,2,2,3,4,2,4,3,4,4,3,4,3,3,3,5,4,4,3,3,2,2,4,1,2,3,3,2,3,4,4,2,2,2,3,4,3,2,3,5,3,1,3,3,3,4,4,52,43,51,50,44,45
2,4,3,4,2,2,4,4,4,4,1,4,3,3,4,3,4,3,3,4,4,4,2,3,2,4,3,4,2,4,5,5,4,3,3,4,4,4,4,4,3,2,4,5,2,4,4,3,4,4,2,4,2,4,4,4,4,3,1,3,3,4,3,4,4,3,2,4,3,5,4,3,4,4,2,5,3,3,4,4,2,2,4,4,3,4,2,3,4,3,4,4,3,4,3,3,4,4,4,4,51,46,60,49,65,55
5,4,4,4,2,2,4,4,5,4,2,4,2,4,5,4,5,4,4,5,4,4,2,4,4,5,5,4,2,4,4,5,4,4,2,5,5,5,4,5,4,3,4,5,2,4,4,5,5,4,4,3,2,4,4,5,4,3,2,5,4,5,5,5,5,3,3,4,4,4,4,5,4,5,4,5,4,5,4,5,4,3,4,5,5,3,4,5,5,3,4,5,4,4,2,5,4,4,5,3,66,51,65,66,73,65
1,4,4,4,2,2,4,4,4,4,2,5,4,4,4,4,4,2,4,2,4,4,2,2,2,4,3,4,2,4,4,4,4,3,3,5,2,4,4,4,4,2,4,4,4,4,2,4,1,4,4,4,2,4,2,4,4,3,2,5,4,4,4,5,4,2,4,4,5,4,4,3,2,4,4,5,2,4,2,4,4,2,4,5,2,4,4,4,4,2,2,3,4,4,4,4,4,3,5,4,55,47,62,64,61,44
4,4,2,5,2,2,3,4,4,5,2,3,4,5,4,5,4,3,4,4,5,5,2,5,2,4,2,5,2,2,4,5,4,4,2,4,4,5,4,5,2,2,4,4,2,5,4,4,4,4,2,5,2,2,4,5,5,4,2,3,5,4,4,5,4,1,4,4,4,5,4,4,4,4,2,5,2,2,4,4,2,4,4,4,5,4,4,4,4,2,4,3,5,5,4,4,5,4,5,4,47,46,76,55,67,63
1,4,3,5,4,2,2,4,4,5,2,5,2,5,5,4,4,3,5,4,5,4,4,3,1,4,2,4,1,3,2,4,3,5,3,5,4,4,4,5,3,4,4,4,5,5,4,5,1,3,2,4,2,2,4,4,4,4,1,4,2,3,4,5,4,4,2,2,3,5,4,5,1,4,2,5,2,2,2,4,4,4,4,5,4,3,2,4,4,4,2,4,5,4,3,4,5,2,4,4,60,49,72,57,60,39
4,5,5,4,1,5,3,5,4,4,3,5,2,4,3,5,1,4,5,4,5,4,1,5,3,5,5,4,1,1,5,5,5,4,3,5,4,5,2,5,1,3,3,4,2,4,4,2,2,5,3,3,1,5,4,4,4,5,1,1,4,4,4,5,2,5,2,4,4,5,3,5,3,5,4,5,1,5,3,5,5,4,4,5,4,5,2,4,3,5,3,5,5,5,3,5,5,4,5,2,66,33,70,62,74,54
5,5,5,5,1,5,5,5,5,5,1,5,1,5,4,3,2,5,4,5,4,5,2,3,5,5,4,5,1,5,4,5,5,4,4,5,5,5,4,3,2,5,2,5,2,5,4,5,5,5,3,5,1,5,5,5,4,4,1,5,4,5,5,5,4,5,5,5,5,5,4,5,4,5,4,5,1,5,4,5,4,5,2,5,4,5,5,5,4,5,4,4,5,4,1,5,5,5,5,4,78,35,73,68,79,66
4,4,4,4,2,2,2,4,5,3,2,4,3,4,5,4,3,2,4,2,5,3,2,2,2,4,4,4,2,4,4,5,4,2,1,5,5,4,4,3,2,3,4,4,4,4,2,4,4,5,4,3,2,4,3,5,3,2,1,3,4,4,3,4,4,4,3,3,5,5,3,5,3,5,5,4,3,3,3,4,4,4,3,4,3,2,5,3,4,3,5,3,5,4,3,4,4,4,4,4,56,39,56,69,62,56
3,5,3,4,2,4,3,4,4,3,3,5,3,4,4,4,3,3,3,3,4,3,3,5,4,5,4,4,2,3,4,5,3,3,3,5,3,5,3,4,3,3,3,4,2,4,4,4,2,4,4,4,2,4,4,4,4,3,2,4,3,4,4,4,4,3,2,4,3,4,4,4,3,4,4,4,3,4,4,4,3,3,3,4,4,4,4,3,4,4,3,3,4,3,4,4,4,4,5,4,63,49,57,57,66,51
5,5,4,5,1,5,5,5,2,5,3,5,1,5,5,5,1,4,5,5,2,5,3,4,5,5,2,5,1,5,5,5,5,3,5,5,3,5,5,5,1,2,3,5,2,5,4,4,2,5,4,5,2,5,4,5,4,3,1,5,3,5,5,5,5,4,1,4,5,4,5,5,2,5,4,5,1,5,4,5,5,2,2,5,3,3,4,3,5,3,5,5,5,4,5,4,5,5,5,5,70,45,69,63,77,56
1,4,4,5,1,5,4,5,5,4,1,4,4,2,5,2,1,5,4,4,5,5,1,4,1,5,5,4,1,5,5,5,5,4,2,5,1,5,4,2,4,4,2,5,4,5,5,4,1,5,4,5,2,5,2,5,5,2,1,5,4,4,4,5,4,5,2,4,2,5,4,5,1,5,4,5,2,5,4,5,2,5,4,4,2,2,4,5,4,5,1,4,3,5,5,5,5,5,5,5,75,42,68,65,69,39
1,4,4,5,1,5,3,5,4,4,3,3,3,4,3,2,2,3,2,3,2,3,1,3,5,5,3,5,1,4,3,5,4,3,3,4,1,5,3,3,2,3,3,5,2,3,4,3,1,5,2,4,2,4,3,5,4,3,3,4,2,3,4,4,2,3,2,4,3,4,3,3,2,5,3,5,2,1,3,5,2,3,4,4,4,4,3,3,3,3,1,4,2,4,3,3,5,5,3,4,53,39,58,48,71,39
5,5,5,5,1,5,4,4,5,3,2,5,1,5,5,5,1,5,5,5,5,5,1,5,2,5,5,5,1,5,5,4,5,4,2,5,4,5,5,5,1,4,1,5,5,5,1,3,2,5,4,5,1,5,5,5,1,2,1,5,4,5,5,4,2,5,5,5,5,5,1,5,3,5,5,5,1,5,4,5,4,5,1,5,4,4,5,4,4,5,4,5,5,5,1,5,5,5,5,5,77,22,72,74,77,58
5,4,5,5,1,5,5,5,5,5,3,4,5,5,1,5,3,5,5,3,5,5,1,1,1,3,5,5,1,3,5,5,5,5,3,4,5,5,3,5,1,5,5,5,5,5,3,5,5,5,3,5,1,5,5,5,5,3,5,5,5,5,5,5,3,4,5,3,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,4,5,5,5,5,4,4,5,3,5,5,1,5,5,5,5,5,69,37,78,72,71,76
4,2,4,4,2,5,4,4,4,4,4,5,2,4,3,5,2,4,3,4,4,5,3,3,2,4,4,4,1,1,5,4,4,4,2,5,2,5,4,5,3,4,3,5,1,4,4,4,2,4,2,5,1,5,3,5,4,2,1,5,2,4,4,5,4,5,2,4,4,5,4,5,4,5,3,5,2,4,5,4,2,4,2,5,2,2,4,4,4,4,2,4,4,5,4,5,5,4,5,4,69,43,70,55,64,47
3,4,4,4,2,5,4,4,4,4,3,5,3,3,4,4,2,4,4,4,4,4,3,4,2,4,4,4,2,4,4,4,3,4,3,4,4,4,3,4,2,3,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,3,2,5,4,4,4,4,4,4,2,4,4,4,3,4,4,4,4,4,2,5,3,4,4,4,3,4,2,4,3,4,4,3,3,4,4,4,3,4,4,3,4,4,66,44,63,59,63,52
1,4,4,5,2,5,2,4,4,4,4,4,5,4,4,1,1,4,3,4,5,4,3,5,1,5,4,5,1,1,2,4,5,3,4,3,3,5,5,4,1,3,3,4,2,5,4,4,1,5,2,4,1,5,1,5,5,4,2,5,4,5,4,5,3,4,5,4,4,5,4,4,2,5,4,5,1,4,1,5,4,2,4,5,1,3,4,4,4,2,1,2,4,4,4,4,5,5,5,4,62,43,64,64,68,36
3,4,2,4,1,4,4,5,4,4,4,5,4,4,4,5,3,5,4,3,4,5,3,2,3,4,4,4,1,4,4,5,4,5,3,4,4,5,5,4,2,4,5,4,3,5,4,4,3,4,3,5,1,4,4,5,4,4,1,4,4,4,4,5,3,5,4,4,4,4,4,4,4,4,4,5,1,4,3,5,4,5,4,4,4,4,4,5,3,5,5,4,4,4,3,4,4,4,5,4,66,41,73,61,68,62
2,3,2,4,1,4,2,3,4,4,4,3,3,4,4,4,4,2,4,3,4,4,1,4,1,3,2,4,2,3,1,5,4,3,2,2,4,3,4,4,2,2,3,4,2,4,2,3,4,3,2,4,2,4,2,4,2,3,2,3,4,4,2,4,4,4,2,2,4,4,5,4,4,3,4,2,2,4,2,4,3,4,3,2,2,2,4,4,2,2,4,2,4,4,3,4,5,4,4,4,50,41,60,51,52,44
